0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
20,診察,A0000100,1,1,1,0,0,6,6,6,6,6,6,0,9N056000000000011,既往歴,N,CD,,,1,,,,,,,1:特記すべきことあり、2:特記すべきことなし,1.2.392.200119.6.2001,1.2.392.200119.6.1005,1,2
20,診察,A0000110,1,1,1,0,0,6,6,6,6,6,6,0,9N056160400000049,具体的な既往歴,256,ST,,,1,,,,9N056000000000011,,,,,1.2.392.200119.6.1005,,
20,診察,A0000120,1,1,1,0,0,6,6,6,6,6,0,0,9N061000000000011,自覚症状,N,CD,,,1,,,,,,,1:特記すべきことあり、2:特記すべきことなし,1.2.392.200119.6.2001,1.2.392.200119.6.1005,1,2
20,診察,A0000130,1,1,1,0,0,6,6,6,6,6,0,0,9N061160800000049,自覚症状(所見),256,ST,,,1,,,,9N061000000000011,,,,,1.2.392.200119.6.1005,,
20,診察,A0000140,1,1,1,0,0,6,6,6,6,6,0,0,9N066000000000011,他覚症状,N,CD,,,1,,,,,,,1:特記すべきことあり、2:特記すべきことなし,1.2.392.200119.6.2001,1.2.392.200119.6.1005,1,2
20,診察,A0000150,1,1,1,0,0,6,6,6,6,6,0,0,9N066160800000049,他覚症状(所見),256,ST,,,1,,,,9N066000000000011,,,,,1.2.392.200119.6.1005,,
20,診察,A0000160,0,0,0,0,0,6,6,6,6,6,6,0,9N071000000000049,その他(家族歴等),256,ST,,,1,,,,,,,,,1.2.392.200119.6.1005,,
20,診察,A0000170,0,0,0,0,1,0,0,0,0,0,0,0,9N076000000000049,視診(口腔内含む),256,ST,,,1,,,,,,,,,1.2.392.200119.6.1005,,
20,診察,A0000180,0,0,0,0,1,0,0,0,0,0,0,0,9N081000000000049,打聴診,256,ST,,,1,,,,,,,,,1.2.392.200119.6.1005,,
20,診察,A0000190,0,0,0,0,1,0,0,0,0,0,0,0,9N086000000000049,触診(関節可動域含む),256,ST,,,1,,,,,,,,,1.2.392.200119.6.1005,,
20,診察,A0000200,0,0,0,0,5,0,0,0,0,0,0,0,9N091000000000001,反復唾液嚥下テスト,N,PQ,回,{times},1,,,,,,,,,1.2.392.200119.6.1005,,
30,血圧等,A0000210,B,B,B,B,B,0,0,0,0,0,0,0,9A755000000000001,収縮期血圧(その他),NNN,PQ,mmHg,mm[Hg],1,,,,,9A75500009,３：その他,,,1.2.392.200119.6.1005,,
30,血圧等,A0000220,B,B,B,B,B,0,0,0,0,0,0,0,9A752000000000001,収縮期血圧(2回目),NNN,PQ,mmHg,mm[Hg],1,,,,,9A75200000,２：２回目,,,1.2.392.200119.6.1005,,
30,血圧等,A0000230,B,B,B,B,B,0,0,0,0,0,0,0,9A751000000000001,収縮期血圧(1回目),NNN,PQ,mmHg,mm[Hg],1,,,,,9A75100000,１：１回目,,,1.2.392.200119.6.1005,,
30,血圧等,A0000240,C,C,C,C,C,0,0,0,0,0,0,0,9A765000000000001,拡張期血圧(その他),NNN,PQ,mmHg,mm[Hg],1,,,,,9A76500009,３：その他,,,1.2.392.200119.6.1005,,
30,血圧等,A0000250,C,C,C,C,C,0,0,0,0,0,0,0,9A762000000000001,拡張期血圧(2回目),NNN,PQ,mmHg,mm[Hg],1,,,,,9A76200000,２：２回目,,,1.2.392.200119.6.1005,,
30,血圧等,A0000260,C,C,C,C,C,0,0,0,0,0,0,0,9A761000000000001,拡張期血圧(1回目),NNN,PQ,mmHg,mm[Hg],1,,,,,9A76100000,１：１回目,,,1.2.392.200119.6.1005,,
30,血圧等,A0000270,0,0,0,0,0,0,0,0,0,0,0,0,9N121000000000001,心拍数,NNN,PQ,拍／分,{h`b}/min,1,,,,,,,,,1.2.392.200119.6.1005,,
40,採血条件,A0000280,7,7,1,1,0,0,0,0,0,0,0,0,9N141000000000011,採血時間(食後),N,CD,,,1,,,,,,,2:食後10時間以上、3:3.5時間以上10時間未満、4:３．５時間未満,1.2.392.200119.6.2202,1.2.392.200119.6.1005,1,2
50,生化学検査,A0000290,0,0,0,0,0,0,0,0,0,0,0,0,3F050000002327101,総コレステロール,NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F05010000,1：可視吸光光度法（コレステロール酸化酵素法),,,1.2.392.200119.6.1005,,
50,生化学検査,A0000300,0,0,0,0,0,0,0,0,0,0,0,0,3F050000002327201,総コレステロール,NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F05020000,2：紫外吸光光度法（コレステロール脱水素酵素法),,,1.2.392.200119.6.1005,,
50,生化学検査,A0000310,0,0,0,0,0,0,0,0,0,0,0,0,3F050000002399901,総コレステロール,NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F05030009,3:その他,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000320,D,D,D,D,0,0,0,0,0,0,0,0,3F015000002327101,空腹時中性脂肪(トリグリセリド),NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F01510000,1：可視吸光光度法（酵素比色法・グリセロール消去）,V4.0でXML表示名変更　特定健康診査においてこの項目に結果が記録される場合、「採血時間(食後)」のコードが「2：食後10時間以上」である必要がある,,1.2.392.200119.6.1005,,
50,生化学検査,A0000330,D,D,D,D,0,0,0,0,0,0,0,0,3F015000002327201,空腹時中性脂肪(トリグリセリド),NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F01520000,2：紫外吸光光度法（酵素比色法・グリセロール消去）,V4.0でXML表示名変更　同上,,1.2.392.200119.6.1005,,
50,生化学検査,A0000340,D,D,D,D,0,0,0,0,0,0,0,0,3F015000002399901,空腹時中性脂肪(トリグリセリド),NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F01530009,3:その他,V4.0でXML表示名変更　同上,,1.2.392.200119.6.1005,,
50,生化学検査,A0000342,D,D,D,D,0,0,0,0,0,0,0,0,3F015129902327101,随時中性脂肪(トリグリセリド),NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F01510000,1：可視吸光光度法(酵素比色法・グリセロール消去),V4.0で追加　特定健康診査においてこの項目の結果が記録される場合、「採血時間(食後)」のコードが「3：食後3.5時間以上10時間未満」または「4：食後 3.5 時間未満」である必要があるである必要がある,,1.2.392.200119.6.1005,,
50,生化学検査,A0000344,D,D,D,D,0,0,0,0,0,0,0,0,3F015129902327201,随時中性脂肪(トリグリセリド),NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F01520000,2：紫外吸光光度法(酵素比色法・グリセロール消去),V4.0で追加　同上,,1.2.392.200119.6.1005,,
50,生化学検査,A0000346,D,D,D,D,0,0,0,0,0,0,0,0,3F015129902399901,随時中性脂肪(トリグリセリド),NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F01530009,3：その他,V4.0で追加　同上,,1.2.392.200119.6.1005,,
50,生化学検査,A0000350,E,E,E,E,0,0,0,0,0,0,0,0,3F070000002327101,HDLコレステロール,NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F07010000,1：可視吸光光度法（直接法（非沈殿法））,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000360,E,E,E,E,0,0,0,0,0,0,0,0,3F070000002327201,HDLコレステロール,NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F07020000,2：紫外吸光光度法（直接法（非沈殿法））,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000370,E,E,E,E,0,0,0,0,0,0,0,0,3F070000002399901,HDLコレステロール,NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F07030009,3:その他,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000380,F,F,F,F,0,0,0,0,0,0,0,0,3F077000002327101,LDLコレステロール,NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F07710000,1：可視吸光光度法（直接法（非沈殿法））,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000390,F,F,F,F,0,0,0,0,0,0,0,0,3F077000002327201,LDLコレステロール,NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F07720000,2：紫外吸光光度法（直接法（非沈殿法））,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000400,F,F,F,F,0,0,0,0,0,0,0,0,3F077000002399901,LDLコレステロール,NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F07730009,3:その他,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000401,F,F,F,F,0,0,0,0,0,0,0,0,3F077000002391901,LDLコレステロール,NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F07740009,4：計算法,V3.0で追加,,1.2.392.200119.6.1005,,
50,生化学検査,A0000402,F,F,F,F,0,0,0,0,0,0,0,0,3F069000002391901,Non-HDLコレステロール,NNNNN,PQ,mg/dl,mg/dL,1,,,,,3F06910000,,V3.0で追加,,1.2.392.200119.6.1005,,
50,生化学検査,A0000410,0,0,0,0,0,0,0,0,0,0,0,0,3J010000002327101,総ビリルビン,NNN.N,PQ,mg/dl,mg/dL,1,,,,,3J01010000,1：可視吸光光度法（化学酸化法、酵素法、ジアゾ法),小数点以下1桁,,1.2.392.200119.6.1005,,
50,生化学検査,A0000420,0,0,0,0,0,0,0,0,0,0,0,0,3J010000002399901,総ビリルビン,NNN.N,PQ,mg/dl,mg/dL,1,,,,,3J01020009,2:その他,小数点以下１桁,,1.2.392.200119.6.1005,,
50,生化学検査,A0000430,G,G,G,G,0,0,0,0,0,0,0,0,3B035000002327201,AST(GOT),NNNNN,PQ,U/l,U/L,1,,,,,3B03510000,1:紫外吸光光度法（JSCC標準化対応法）,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000440,G,G,G,G,0,0,0,0,0,0,0,0,3B035000002399901,AST(GOT),NNNNN,PQ,U/l,U/L,1,,,,,3B03520009,2:その他,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000450,H,H,H,H,0,0,0,0,0,0,0,0,3B045000002327201,ALT(GPT),NNNNN,PQ,U/l,U/L,1,,,,,3B04510000,1:紫外吸光光度法（JSCC標準化対応法）,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000460,H,H,H,H,0,0,0,0,0,0,0,0,3B045000002399901,ALT(GPT),NNNNN,PQ,U/l,U/L,1,,,,,3B04520009,2:その他,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000470,J,J,J,J,0,0,0,0,0,0,0,0,3B090000002327101,γ-GT(γ-GTP),NNNNN,PQ,U/l,U/L,1,,,,,3B09010000,1:可視吸光光度法（JSCC標準化対応法）,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000480,J,J,J,J,0,0,0,0,0,0,0,0,3B090000002399901,γ-GT(γ-GTP),NNNNN,PQ,U/l,U/L,1,,,,,3B09020009,2:その他,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000490,0,0,0,0,0,0,0,0,0,0,0,0,3B070000002327101,ALP,NNNNN,PQ,U/l,U/L,1,,,,,3B07010000,1:可視吸光光度法（JSCC標準化対応法）,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000495,0,0,0,0,0,0,0,0,0,0,0,0,3B070000002327501,ALP,NNNNN,PQ,U/l,U/L,1,,,,,3B07020000,2：IFCC対応法(改定JSCC標準化対応法),V4.0で追加,,1.2.392.200119.6.1005,,
50,生化学検査,A0000500,0,0,0,0,0,0,0,0,0,0,0,0,3B070000002399901,ALP,NNNNN,PQ,U/l,U/L,1,,,,,3B07020009,2:その他,,,1.2.392.200119.6.1005,,
50,生化学検査,A0000502,0,0,0,0,0,0,0,0,0,0,0,0,3B050000002327201,LD,NNNNN,PQ,U/l,U/L,1,,,,,3B05010000,1：紫外吸光光度法(JSCC標準化対応法),V4.0で追加,,1.2.392.200119.6.1005,,
50,生化学検査,A0000504,0,0,0,0,0,0,0,0,0,0,0,0,3B050000002327901,LD,NNNNN,PQ,U/l,U/L,1,,,,,3B05020000,2：IFCC対応法(改定JSCC標準化対応法),V4.0で追加,,1.2.392.200119.6.1005,,
50,生化学検査,A0000506,0,0,0,0,0,0,0,0,0,0,0,0,3B050000002399901,LD,NNNNN,PQ,U/l,U/L,1,,,,,3B05030009,3：その他,V4.0で追加,,1.2.392.200119.6.1005,,
50,生化学検査,A0000510,2,2,5,0,0,0,0,0,0,0,0,0,3C015000002327101,血清クレアチニン,NN.NN,PQ,mg/dl,mg/dL,,,3C015161002399949,COMP,,3C01510000,1:可視吸光光度法（酵素法）,小数点以下2桁,,1.2.392.200119.6.1005,,
50,生化学検査,A0000520,2,2,5,0,0,0,0,0,0,0,0,0,3C015000002399901,血清クレアチニン,NN.NN,PQ,mg/dl,mg/dL,,,3C015161002399949,COMP,,3C01520009,2:その他,小数点以下2桁,,1.2.392.200119.6.1005,,
50,生化学検査,A0000525,2,2,5,0,0,0,0,0,0,0,0,0,3C015161602399911,血清クレアチニン（対象者）,N,CD,,,,,3C015161002399949,RSON1,,,,0：詳細健診以外で実施、1：検査結果による血清クレアチニン検査対象者,1.2.392.200119.6.18110,1.2.392.200119.6.1005,,
50,生化学検査,A0000526,2,2,5,0,0,0,0,0,0,0,0,0,3C015161002399949,血清クレアチニン（実施理由）,256,ST,,,,,3C015161002399949,RSON,,,,V3.0で追加　1：検査結果による血清クレアチニン検査対象者,,1.2.392.200119.6.1005,,
50,生化学検査,A0000527,2,2,5,0,0,0,0,0,0,0,0,0,8A065000002391901,eGFR,NNN.N,PQ,ml/min/1.73m2,ml/min/1.73m2,,,3C015161002399949,COMP,,8A06510000,,V3.0で追加　詳細な健診の項目として血清クレアチニン検査を実施した場合は必須,,1.2.392.200119.6.1005,,
50,生化学検査,A0000530,0,0,0,0,0,0,0,0,0,0,0,0,3C020000002327101,血清尿酸,NN.N,PQ,mg/dl,mg/dL,1,,,,,3C02010000,1:可視吸光光度法（ウリカーゼ・ペルオキシターゼ法）,小数点以下1桁,,1.2.392.200119.6.1005,,
50,生化学検査,A0000540,0,0,0,0,0,0,0,0,0,0,0,0,3C020000002399901,血清尿酸,NN.N,PQ,mg/dl,mg/dL,1,,,,,3C02020009,2:その他,小数点以下1桁,,1.2.392.200119.6.1005,,
50,生化学検査,A0000550,0,0,0,0,0,0,0,0,0,0,0,0,3A010000002327101,総蛋白,NN.N,PQ,g/dl,g/dL,1,,,,,3A01010000,1:可視吸光光度法（ビウレット法）,小数点以下1桁,,1.2.392.200119.6.1005,,
50,生化学検査,A0000560,0,0,0,0,0,0,0,0,0,0,0,0,3A010000002399901,総蛋白,NN.N,PQ,g/dl,g/dL,1,,,,,3A01020009,2:その他,小数点以下1桁,,1.2.392.200119.6.1005,,
50,生化学検査,A0000570,0,0,0,0,a,0,0,0,0,0,0,0,3A015000002327101,アルブミン,NN.N,PQ,g/dl,g/dL,1,,,,,3A01510000,1：可視吸光光度法（BCG法、ＢＣＰ改良法）,小数点以下1桁,,1.2.392.200119.6.1005,,
50,生化学検査,A0000580,0,0,0,0,a,0,0,0,0,0,0,0,3A015000002399901,アルブミン,NN.N,PQ,g/dl,g/dL,1,,,,,3A01520009,２:その他,小数点以下1桁,,1.2.392.200119.6.1005,,
50,生化学検査,A0000590,0,0,0,0,0,0,0,0,0,0,0,0,3A016000002327102,A/G,NN.NN,PQ,,,1,,,,,,,計算値,,1.2.392.200119.6.1005,,
50,生化学検査,A0000600,0,0,0,0,0,0,0,0,0,0,0,0,5C095000002302301,血清フェリチン,NNN.N,PQ,ng/ml,ng/mL,1,,,,,5C09510000,１：エンザイムイムノアッセイ(EIA),小数点以下1桁,,1.2.392.200119.6.1005,,
50,生化学検査,A0000610,0,0,0,0,0,0,0,0,0,0,0,0,5C095000002399901,血清フェリチン,NNN.N,PQ,ng/ml,ng/mL,1,,,,,5C09520009,2:その他,小数点以下1桁,,1.2.392.200119.6.1005,,
60,血糖検査,A0000620,b,b,b,b,0,0,0,0,0,0,0,0,3D010000001926101,空腹時血糖,NNNN,PQ,mg/dl,mg/dL,1,,,,,3D01010000,1：電位差法（ブドウ糖酸化酵素電極法）,特定健康診査においては、この項目を使用する場合には、採血時間（食後）のコードは２（10時間以上）でなければならない,,1.2.392.200119.6.1005,,
60,血糖検査,A0000630,b,b,b,b,0,0,0,0,0,0,0,0,3D010000002227101,空腹時血糖,NNNN,PQ,mg/dl,mg/dL,1,,,,,3D01020000,2：可視吸光光度法（ブドウ糖酸化酵素法）,特定健康診査においては、この項目を使用する場合には、採血時間（食後）のコードは２（10時間以上）でなければならない,,1.2.392.200119.6.1005,,
60,血糖検査,A0000640,b,b,b,b,0,0,0,0,0,0,0,0,3D010000001927201,空腹時血糖,NNNN,PQ,mg/dl,mg/dL,1,,,,,3D01030000,3：紫外吸光光度法（ヘキソキナーゼ法、グルコキナーゼ法、ブドウ糖脱水素酵素法）,特定健康診査においては、この項目を使用する場合には、採血時間（食後）のコードは２（10時間以上）でなければならない,,1.2.392.200119.6.1005,,
60,血糖検査,A0000650,b,b,b,b,0,0,0,0,0,0,0,0,3D010000001999901,空腹時血糖,NNNN,PQ,mg/dl,mg/dL,1,,,,,3D01040009,4:その他,特定健康診査においては、この項目を使用する場合には、採血時間（食後）のコードは２（10時間以上）でなければならない,,1.2.392.200119.6.1005,,
60,血糖検査,A0000660,c,c,c,c,0,0,0,0,0,0,0,0,3D010129901926101,随時血糖,NNNN,PQ,mg/dl,mg/dL,1,,,,,3D01010000,1：電位差法（ブドウ糖酸化酵素電極法）,特定健康診査においては、この項目を使用する場合には、採血時間（食後）のコードは１（10時間以内）でなければならない,,1.2.392.200119.6.1005,,
60,血糖検査,A0000670,c,c,c,c,0,0,0,0,0,0,0,0,3D010129902227101,随時血糖,NNNN,PQ,mg/dl,mg/dL,1,,,,,3D01020000,2：可視吸光光度法（ブドウ糖酸化酵素法）,特定健康診査においては、この項目を使用する場合には、採血時間（食後）のコードは１（10時間以内）でなければならない,,1.2.392.200119.6.1005,,
60,血糖検査,A0000680,c,c,c,c,0,0,0,0,0,0,0,0,3D010129901927201,随時血糖,NNNN,PQ,mg/dl,mg/dL,1,,,,,3D01030000,3：紫外吸光光度法（ヘキソキナーゼ法、グルコキナーゼ法、ブドウ糖脱水素酵素法）,特定健康診査においては、この項目を使用する場合には、採血時間（食後）のコードは１（10時間以内）でなければならない,,1.2.392.200119.6.1005,,
60,血糖検査,A0000690,c,c,c,c,0,0,0,0,0,0,0,0,3D010129901999901,随時血糖,NNNN,PQ,mg/dl,mg/dL,1,,,,,3D01040009,4:その他,特定健康診査においては、この項目を使用する場合には、採血時間（食後）のコードは１（10時間以内）でなければならない,,1.2.392.200119.6.1005,,
60,血糖検査,A0000692,d,d,d,0,0,0,0,0,0,0,0,0,3D046000001906202,HbA1c(NGSP値),NN.N,PQ,%,%,1,,,,,3D04610000,1：免疫学的方法（ラテックス凝集比濁法等）,小数点以下1桁　V2.0で追加,,1.2.392.200119.6.1005,,
60,血糖検査,A0000694,d,d,d,0,0,0,0,0,0,0,0,0,3D046000001920402,HbA1c(NGSP値),NN.N,PQ,%,%,1,,,,,3D04620000,2：HPLC(不安定分画除去HPLC法）,小数点以下1桁　V2.0で追加,,1.2.392.200119.6.1005,,
60,血糖検査,A0000696,d,d,d,0,0,0,0,0,0,0,0,0,3D046000001927102,HbA1c(NGSP値),NN.N,PQ,%,%,1,,,,,3D04630000,3：酵素法,小数点以下1桁　V2.0で追加,,1.2.392.200119.6.1005,,
60,血糖検査,A0000698,d,d,d,0,0,0,0,0,0,0,0,0,3D046000001999902,HbA1c(NGSP値),NN.N,PQ,%,%,1,,,,,3D04640009,4:その他,小数点以下1桁　V2.0で追加,,1.2.392.200119.6.1005,,
70,尿検査,A0000740,K,K,K,K,0,0,0,0,0,0,0,0,1A020000000191111,尿糖,N,CO,,,1,,,,,1A02010000,1:試験紙法（機械読み取り）,1:－、2:±、3:＋、4:＋＋、5:＋＋＋,1.2.392.200119.6.2102,1.2.392.200119.6.1005,,
70,尿検査,A0000750,K,K,K,K,0,0,0,0,0,0,0,0,1A020000000190111,尿糖,N,CO,,,1,,,,,1A02020000,2:試験紙法（目視法）,1:－、2:±、3:＋、4:＋＋、5:＋＋＋,1.2.392.200119.6.2102,1.2.392.200119.6.1005,3,3
70,尿検査,A0000760,L,L,L,L,0,0,0,0,0,0,0,0,1A010000000191111,尿蛋白,N,CO,,,1,,,,,1A01010000,1:試験紙法（機械読み取り）,1:－、2:±、3:＋、4:＋＋、5:＋＋＋,1.2.392.200119.6.2102,1.2.392.200119.6.1005,3,3
70,尿検査,A0000770,L,L,L,L,0,0,0,0,0,0,0,0,1A010000000190111,尿蛋白,N,CO,,,1,,,,,1A01020000,2:試験紙法（目視法）,1:－、2:±、3:＋、4:＋＋、5:＋＋＋,1.2.392.200119.6.2102,1.2.392.200119.6.1005,3,3
70,尿検査,A0000780,0,0,0,0,0,0,0,0,0,0,0,0,1A100000000191111,尿潜血,N,CO,,,1,,,,,1A10010000,1:試験紙法（機械読み取り）,1:－、2:±、3:＋、4:＋＋、5:＋＋＋,1.2.392.200119.6.2102,1.2.392.200119.6.1005,3,3
70,尿検査,A0000790,0,0,0,0,0,0,0,0,0,0,0,0,1A100000000190111,尿潜血,N,CO,,,1,,,,,1A10020000,2:試験紙法（目視法）,1:－、2:±、3:＋、4:＋＋、5:＋＋＋,1.2.392.200119.6.2102,1.2.392.200119.6.1005,3,3
70,尿検査,A0000800,0,0,0,0,0,0,0,0,0,0,0,0,1A105160700166211,尿沈渣(所見の有無),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
70,尿検査,A0000810,0,0,0,0,0,0,0,0,0,0,0,0,1A105160800166249,尿沈渣(所見),256,ST,,,1,,,,1A105160700166211,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
70,尿検査,A0000820,0,0,0,0,0,0,0,0,0,0,0,0,1A030000000190301,尿比重,N.NNN,PQ,,,1,,,,,1A03010000,1:屈折計法,小数点以下３桁,,1.2.392.200119.6.1005,,
70,尿検査,A0000830,0,0,0,0,0,0,0,0,0,0,0,0,1A030000000199901,尿比重,N.NNN,PQ,,,1,,,,,1A03020009,2:その他,小数点以下３桁,,1.2.392.200119.6.1005,,
70,尿検査,A0000831,5,5,5,0,0,0,0,0,0,0,0,0,3A015000000106101,尿中アルブミン定量,NNNNN.N,PQ,mg/L,mg/L,,,,,,3A01510000,1：免疫比濁法（TIA）（尿）,V3.0で追加,,1.2.392.200119.6.1005,,
70,尿検査,A0000832,5,5,5,0,0,0,0,0,0,0,0,0,3A015000000199901,尿中アルブミン定量,NNNNN.N,PQ,mg/L,mg/L,,,,,,3A01520000,2：その他（尿）,V3.0で追加,,1.2.392.200119.6.1005,,
70,尿検査,A0000833,5,5,5,0,0,0,0,0,0,0,0,0,3A015000000406101,尿中アルブミン定量,NNNNN.N,PQ,mg/L,mg/L,,,,,,3A01530000,3：免疫比濁法（TIA）（蓄尿）,V3.0で追加,,1.2.392.200119.6.1005,,
70,尿検査,A0000834,5,5,5,0,0,0,0,0,0,0,0,0,3A015000000499901,尿中アルブミン定量,NNNNN.N,PQ,mg/L,mg/L,,,,,,3A01540000,4：その他（蓄尿）,V3.0で追加,,1.2.392.200119.6.1005,,
70,尿検査,A0000835,5,5,5,0,0,0,0,0,0,0,0,0,3A015000000106128,尿中アルブミンクレアチニン補正値／アルブミン指数,NNNNN.N,PQ,mg/g･CR,mg/g*CR,,,,,,3A01550000,1：免疫比濁法（TIA）,V3.0で追加,,1.2.392.200119.6.1005,,
70,尿検査,A0000836,5,5,5,0,0,0,0,0,0,0,0,0,3A015000000199928,尿中アルブミンクレアチニン補正値／アルブミン指数,NNNNN.N,PQ,mg/g･CR,mg/g*CR,,,,,,3A01560000,2：その他,V3.0で追加,,1.2.392.200119.6.1005,,
70,尿検査,A0000837,5,5,5,0,0,0,0,0,0,0,0,0,3A015000000406126,尿中アルブミン一日量,NNNNN.N,PQ,mg/day,mg/day,,,,,,3A01570000,1：免疫比濁法（TIA）,V3.0で追加,,1.2.392.200119.6.1005,,
70,尿検査,A0000838,5,5,5,0,0,0,0,0,0,0,0,0,3A015000000499926,尿中アルブミン一日量,NNNNN.N,PQ,mg/day,mg/day,,,,,,3A01580000,2：その他,V3.0で追加,,1.2.392.200119.6.1005,,
80,血液像検査,A0000840,2,2,0,0,5,0,0,0,0,0,0,0,2A040000001930102,ヘマトクリット値,NN.N,PQ,%,%,1,,2A020161001930149,COMP,,,自動血球算定装置,小数点以下1桁,,1.2.392.200119.6.1005,,
